Found 1 device(s):
  0:  Realtek, RTL2838UHIDIR, SN: 00000001

Using device 0: Generic RTL2832U OEM
Found Rafael Micro R820T tuner
Exact sample rate is: 250000.000414 Hz
[R82XX] PLL not locked!
Sampling at 250000 S/s.
Tuned to 150120000 Hz.
Tuner gain set to 49.60 dB.
Reading samples in async mode...
Ignoring signals shorter than 0.010000 and longer than 0.030000
Will print timestamp every 1500000 transforms
2018-06-26 16:28:14.535348344
timestamp;samples;duration;signal_freq;signal_bw;max_signal
2018-06-26 16:29:33.303346104;393952;0.022400  ;6827.583008;240625.000000;70.217102
2018-06-26 16:29:34.301743928;398928;0.019200  ;-121562.492188;7500.000000;21.769341
2018-06-26 16:29:34.298547192;398928;0.022400  ;7115.753418;240625.000000;70.217361
2018-06-26 16:29:35.296945016;403904;0.019200  ;-121562.492188;7500.000000;21.911743
2018-06-26 16:29:35.293748280;403904;0.022400  ;8186.611328;240625.000000;70.221397
2018-06-26 16:29:36.292146104;408880;0.019200  ;-121562.492188;7500.000000;22.050858
2018-06-26 16:29:36.288949432;408880;0.022400  ;6257.166992;240625.000000;70.222832
2018-06-26 16:29:37.287347256;413856;0.019200  ;-121562.492188;7500.000000;22.120148
2018-06-26 16:29:38.282548344;418832;0.019200  ;-121562.492188;7500.000000;22.452759
2018-06-26 16:29:39.277749496;423808;0.019200  ;-121562.492188;7500.000000;22.083633
2018-06-26 16:29:40.272942968;428784;0.019200  ;-121562.492188;7500.000000;22.042805
2018-06-26 16:29:41.268144056;433760;0.019200  ;-121610.906250;7500.000000;21.804474
2018-06-26 16:29:42.263345144;438736;0.019200  ;-121618.851562;7500.000000;22.057484
2018-06-26 16:29:42.263345144;438736;0.019200  ;7764.421875;240625.000000;70.217720
2018-06-26 16:29:43.258546296;443712;0.019200  ;-121618.851562;7500.000000;22.144714
2018-06-26 16:29:43.258546296;443712;0.019200  ;7321.645020;240625.000000;70.218483
2018-06-26 16:29:44.256944120;448688;0.016000  ;-121562.492188;7500.000000;21.989212
2018-06-26 16:29:44.253747384;448704;0.022400  ;10948.025391;240625.000000;70.218750
2018-06-26 16:29:45.248948472;453680;0.019200  ;-121730.773438;7500.000000;21.827667
2018-06-26 16:29:45.248948472;453680;0.022400  ;12777.953125;240625.000000;70.218559
2018-06-26 16:29:46.244149624;458656;0.022400  ;-121672.531250;7500.000000;22.103905
2018-06-26 16:29:46.244149624;458656;0.022400  ;11688.785156;240625.000000;70.219948
2018-06-26 16:29:47.239343096;463632;0.022400  ;-121657.984375;7500.000000;22.048111
2018-06-26 16:29:47.236146360;463632;0.022400  ;10572.599609;240625.000000;70.218124
2018-06-26 16:29:48.234544184;468592;0.019200  ;-121618.851562;7500.000000;21.787796
2018-06-26 16:29:48.234544184;468608;0.022400  ;12197.972656;240625.000000;70.228989
2018-06-26 16:29:49.232949688;473568;0.016000  ;-121562.492188;7500.000000;21.515968
2018-06-26 16:29:49.229745336;473584;0.022400  ;7992.716309;240625.000000;70.217262
2018-06-26 16:29:50.224946424;478544;0.019200  ;-121633.070312;7500.000000;21.748569
2018-06-26 16:29:50.224946424;478544;0.019200  ;8349.674805;240625.000000;70.218323
2018-06-26 16:29:51.220147512;483520;0.019200  ;-121512.101562;7500.000000;21.680962
2018-06-26 16:29:51.220147512;483520;0.019200  ;7722.128906;240625.000000;70.218575
2018-06-26 16:29:52.215348664;488496;0.019200  ;-121598.359375;7500.000000;22.048248
2018-06-26 16:29:52.215348664;488496;0.019200  ;7935.134766;240625.000000;70.219177
2018-06-26 16:29:53.210542136;493472;0.019200  ;-121625.000000;7500.000000;22.157364
2018-06-26 16:29:53.210542136;493472;0.019200  ;7839.202148;240625.000000;70.218384
2018-06-26 16:29:54.205743224;498448;0.019200  ;-121610.906250;7500.000000;21.888496
2018-06-26 16:29:54.205743224;498448;0.019200  ;6794.195801;240625.000000;70.218246
2018-06-26 16:29:55.200944376;503424;0.019200  ;-121562.492188;7500.000000;22.438828
2018-06-26 16:29:55.200944376;503424;0.019200  ;6262.209961;240625.000000;70.218384
2018-06-26 16:29:56.196145464;508400;0.019200  ;-121562.492188;7500.000000;21.875343
2018-06-26 16:29:56.192948728;508400;0.022400  ;7658.205566;240625.000000;70.218727
2018-06-26 16:29:57.191346552;513376;0.019200  ;-121562.492188;7500.000000;22.543823
2018-06-26 16:29:57.188142200;513376;0.022400  ;6872.821777;240625.000000;70.218689
2018-06-26 16:29:58.186547704;518352;0.019200  ;-121562.492188;7500.000000;22.317619
2018-06-26 16:29:58.183343352;518352;0.022400  ;7406.908203;240625.000000;70.219559
2018-06-26 16:29:59.181748792;523328;0.019200  ;-121562.492188;7500.000000;21.779896
2018-06-26 16:29:59.178544440;523328;0.022400  ;6738.205078;240625.000000;70.220413
2018-06-26 16:30:00.176942264;528304;0.019200  ;-121562.492188;7500.000000;21.760475
2018-06-26 16:30:00.173745592;528304;0.022400  ;7165.496582;240625.000000;70.219315
2018-06-26 16:30:01.172143416;533280;0.019200  ;-121562.492188;7500.000000;21.929741
2018-06-26 16:30:01.168946680;533280;0.022400  ;7535.570801;240625.000000;70.218689
2018-06-26 16:30:02.167344504;538256;0.019200  ;-121562.492188;7500.000000;21.952103
2018-06-26 16:30:02.164147768;538256;0.022400  ;7196.416016;240625.000000;70.219238
2018-06-26 16:30:03.162545592;543232;0.019200  ;-121562.492188;7500.000000;21.906548
2018-06-26 16:30:03.159348920;543232;0.022400  ;7191.906738;240625.000000;70.217751
2018-06-26 16:30:04.154542392;548208;0.022400  ;-121609.585938;7500.000000;21.999187
2018-06-26 16:30:04.154542392;548208;0.022400  ;10141.968750;240625.000000;70.217247
